# accelerometer data
# file: 'rgbd_dataset_freiburg2_desk.bag'
# timestamp ax ay az
1311868163.957010 0.502905 8.226091 -4.418381
1311868163.960382 0.407114 8.321882 -4.322589
1311868163.961399 0.407114 8.321882 -4.322589
1311868163.965008 0.431062 8.226091 -4.609964
1311868163.966057 0.431062 8.226091 -4.609964
1311868163.969259 0.598697 8.321882 -4.609964
1311868163.970262 0.598697 8.321882 -4.609964
1311868163.973887 0.778306 8.309909 -4.274694
1311868163.974863 0.778306 8.309909 -4.274694
1311868163.976259 0.778306 8.309909 -4.274694
1311868163.977115 0.778306 8.309909 -4.274694
1311868163.980388 0.598697 8.321882 -4.418381
1311868163.981435 0.598697 8.321882 -4.418381
1311868163.984869 0.598697 8.321882 -4.226798
1311868163.986016 0.598697 8.321882 -4.226798
1311868163.989135 0.790279 8.345830 -4.609964
1311868163.990265 0.790279 8.345830 -4.609964
1311868163.991934 0.790279 8.345830 -4.609964
1311868163.994988 0.598697 8.369778 -4.418381
1311868163.996015 0.598697 8.369778 -4.418381
1311868163.999266 0.706462 8.321882 -4.514172
1311868164.000270 0.706462 8.321882 -4.514172
1311868164.003878 0.502905 8.226091 -4.609964
1311868164.004858 0.502905 8.226091 -4.609964
1311868164.006270 0.502905 8.226091 -4.609964
1311868164.007266 0.502905 8.226091 -4.609964
1311868164.010388 0.598697 8.130300 -4.657859
1311868164.011388 0.598697 8.130300 -4.657859
1311868164.015009 0.502905 8.130300 -4.657859
1311868164.016138 0.502905 8.130300 -4.657859
1311868164.019297 0.502905 7.986612 -4.801547
1311868164.020267 0.502905 7.986612 -4.801547
1311868164.023895 0.598697 7.950691 -4.609964
1311868164.024868 0.598697 7.950691 -4.609964
1311868164.026264 0.598697 7.950691 -4.609964
1311868164.027236 0.598697 7.950691 -4.609964
1311868164.030390 0.407114 8.034508 -4.609964
1311868164.031407 0.407114 8.034508 -4.609964
1311868164.034872 0.706462 7.986612 -4.514172
1311868164.035991 0.706462 7.986612 -4.514172
1311868164.039302 0.455009 8.130300 -4.609964
1311868164.040426 0.455009 8.130300 -4.609964
1311868164.041267 0.455009 8.130300 -4.609964
1311868164.044870 0.502905 8.273987 -4.609964
1311868164.046018 0.502905 8.273987 -4.609964
1311868164.049139 0.598697 8.321882 -4.418381
1311868164.050266 0.598697 8.321882 -4.418381
1311868164.051391 0.598697 8.321882 -4.418381
1311868164.052571 0.598697 8.321882 -4.418381
1311868164.056024 0.706462 8.321882 -4.586016
1311868164.056999 0.706462 8.321882 -4.586016
1311868164.060369 0.598697 8.513465 -4.418381
1311868164.061387 0.598697 8.513465 -4.418381
1311868164.066524 0.706462 8.345830 -4.609964
1311868164.068877 0.802253 8.369778 -4.609964
1311868164.069862 0.802253 8.369778 -4.609964
1311868164.070859 0.802253 8.369778 -4.609964
1311868164.074254 0.754358 8.417674 -4.897338
1311868164.075269 0.754358 8.417674 -4.897338
1311868164.078890 0.754358 8.321882 -4.993129
1311868164.080020 0.754358 8.321882 -4.993129
1311868164.081139 0.754358 8.321882 -4.993129
1311868164.082269 0.754358 8.321882 -4.993129
1311868164.085394 0.754358 8.226091 -5.184712
1311868164.086396 0.754358 8.226091 -5.184712
1311868164.090071 0.754358 8.130300 -5.376295
1311868164.091019 0.754358 8.130300 -5.376295
1311868164.094254 0.706462 8.034508 -5.376295
1311868164.095268 0.706462 8.034508 -5.376295
1311868164.098874 0.598697 8.226091 -5.711565
1311868164.099891 0.598697 8.226091 -5.711565
1311868164.101140 0.598697 8.226091 -5.711565
1311868164.102250 0.598697 8.226091 -5.711565
1311868164.105374 0.706462 8.226091 -5.567878
1311868164.106374 0.706462 8.226091 -5.567878
1311868164.110153 0.598697 8.226091 -5.424191
1311868164.111001 0.598697 8.226091 -5.424191
1311868164.114259 0.598697 8.321882 -5.567878
1311868164.115253 0.598697 8.321882 -5.567878
1311868164.118896 0.598697 8.321882 -5.376295
1311868164.120005 0.598697 8.321882 -5.376295
1311868164.121142 0.598697 8.321882 -5.376295
1311868164.122270 0.598697 8.321882 -5.376295
1311868164.125264 0.598697 8.513465 -5.376295
1311868164.126394 0.598697 8.513465 -5.376295
1311868164.130057 0.790279 8.513465 -5.184712
1311868164.131037 0.790279 8.513465 -5.184712
1311868164.134261 0.790279 8.609257 -5.364321
1311868164.135246 0.790279 8.609257 -5.364321
1311868164.136375 0.790279 8.609257 -5.364321
1311868164.137484 0.790279 8.609257 -5.364321
1311868164.141180 0.790279 8.513465 -4.993129
1311868164.142176 0.790279 8.513465 -4.993129
1311868164.145271 0.886071 8.513465 -4.801547
1311868164.146375 0.886071 8.513465 -4.801547
1311868164.150023 0.838175 8.513465 -4.562068
1311868164.151006 0.838175 8.513465 -4.562068
1311868164.154274 0.802253 8.297935 -4.514172
1311868164.155249 0.802253 8.297935 -4.514172
1311868164.156405 0.802253 8.297935 -4.514172
1311868164.157397 0.802253 8.297935 -4.514172
1311868164.160991 0.886071 8.297935 -4.322589
1311868164.162154 0.886071 8.297935 -4.322589
1311868164.165272 0.838175 8.309909 -4.418381
1311868164.166375 0.838175 8.309909 -4.418381
1311868164.170009 0.838175 8.130300 -4.418381
1311868164.170996 0.838175 8.130300 -4.418381
1311868164.174254 0.993836 8.130300 -4.226798
1311868164.175252 0.993836 8.130300 -4.226798
1311868164.179001 0.993836 8.034508 -4.418381
1311868164.180003 0.993836 8.034508 -4.418381
1311868164.181144 0.993836 8.034508 -4.418381
1311868164.182242 0.993836 8.034508 -4.418381
1311868164.185247 0.802253 8.130300 -4.514172
1311868164.186366 0.802253 8.130300 -4.514172
1311868164.189900 0.838175 8.130300 -4.418381
1311868164.191040 0.838175 8.130300 -4.418381
1311868164.194134 0.802253 8.273987 -4.705755
1311868164.195272 0.802253 8.273987 -4.705755
1311868164.196398 0.802253 8.273987 -4.705755
1311868164.197506 0.802253 8.273987 -4.705755
1311868164.201015 0.598697 8.321882 -4.633912
1311868164.202127 0.598697 8.321882 -4.633912
1311868164.205254 0.802253 8.321882 -4.586016
1311868164.206366 0.802253 8.321882 -4.586016
1311868164.210061 0.778306 8.321882 -4.586016
1311868164.211023 0.778306 8.321882 -4.586016
1311868164.214273 0.706462 8.321882 -4.705755
1311868164.215273 0.706462 8.321882 -4.705755
1311868164.216880 0.706462 8.321882 -4.705755
1311868164.220186 0.790279 8.321882 -4.609964
1311868164.221136 0.790279 8.321882 -4.609964
1311868164.222281 0.790279 8.321882 -4.609964
1311868164.225278 0.790279 8.321882 -4.609964
1311868164.226399 0.790279 8.321882 -4.609964
1311868164.230645 0.993836 8.345830 -4.597990
1311868164.233512 0.802253 8.321882 -4.705755
1311868164.234870 0.802253 8.321882 -4.705755
1311868164.236166 0.802253 8.321882 -4.705755
1311868164.237173 0.802253 8.321882 -4.705755
1311868164.240273 0.993836 8.369778 -4.801547
1311868164.241412 0.993836 8.369778 -4.801547
1311868164.245021 0.993836 8.321882 -4.993129
1311868164.246011 0.993836 8.321882 -4.993129
1311868164.249273 1.089628 8.130300 -4.993129
1311868164.250254 1.089628 8.130300 -4.993129
1311868164.253940 0.993836 8.130300 -5.017077
1311868164.254881 0.993836 8.130300 -5.017077
1311868164.256188 0.993836 8.130300 -5.017077
1311868164.257139 0.993836 8.130300 -5.017077
1311868164.260249 1.137524 7.938717 -5.088921
1311868164.261394 1.137524 7.938717 -5.088921
1311868164.264892 0.993836 7.890821 -4.945234
1311868164.266035 0.993836 7.890821 -4.945234
1311868164.269269 1.089628 7.603447 -4.993129
1311868164.270283 1.089628 7.603447 -4.993129
1311868164.273895 0.802253 7.579499 -4.993129
1311868164.274880 0.802253 7.579499 -4.993129
1311868164.276132 0.802253 7.579499 -4.993129
1311868164.277132 0.802253 7.579499 -4.993129
1311868164.280402 0.706462 7.567525 -5.005103
1311868164.281398 0.706462 7.567525 -5.005103
1311868164.285006 0.802253 7.603447 -4.801547
1311868164.286010 0.802253 7.603447 -4.801547
1311868164.289276 0.802253 7.651342 -4.633912
1311868164.290263 0.802253 7.651342 -4.633912
1311868164.293506 0.790279 7.926743 -4.801547
1311868164.294905 0.790279 7.926743 -4.801547
1311868164.296148 0.790279 7.926743 -4.801547
1311868164.297148 0.790279 7.926743 -4.801547
1311868164.300273 0.706462 7.938717 -4.621938
1311868164.301392 0.706462 7.938717 -4.621938
1311868164.304874 0.706462 8.130300 -4.801547
1311868164.306020 0.706462 8.130300 -4.801547
1311868164.309152 0.790279 8.130300 -4.801547
1311868164.310142 0.790279 8.130300 -4.801547
1311868164.311406 0.790279 8.130300 -4.801547
1311868164.312518 0.790279 8.130300 -4.801547
1311868164.316023 0.802253 8.273987 -4.945234
1311868164.317021 0.802253 8.273987 -4.945234
1311868164.320283 0.778306 8.273987 -4.801547
1311868164.321278 0.778306 8.273987 -4.801547
1311868164.324896 0.802253 8.273987 -4.993129
1311868164.326020 0.802253 8.273987 -4.993129
1311868164.329137 0.754358 8.297935 -4.993129
1311868164.330175 0.754358 8.297935 -4.993129
1311868164.331370 0.754358 8.297935 -4.993129
1311868164.332387 0.754358 8.297935 -4.993129
1311868164.336120 0.706462 8.226091 -5.184712
1311868164.337014 0.706462 8.226091 -5.184712
1311868164.340290 0.598697 8.130300 -5.280504
1311868164.341477 0.598697 8.130300 -5.280504
1311868164.344891 0.598697 8.273987 -5.376295
1311868164.345913 0.598697 8.273987 -5.376295
1311868164.349163 0.598697 8.321882 -5.376295
1311868164.350249 0.598697 8.321882 -5.376295
1311868164.351396 0.598697 8.321882 -5.376295
1311868164.352418 0.598697 8.321882 -5.376295
1311868164.356030 0.598697 8.321882 -5.376295
1311868164.356992 0.598697 8.321882 -5.376295
1311868164.360280 0.502905 8.321882 -5.424191
1311868164.361284 0.502905 8.321882 -5.424191
1311868164.364748 0.431062 8.321882 -5.400243
1311868164.366025 0.431062 8.321882 -5.400243
1311868164.367027 0.431062 8.321882 -5.400243
1311868164.370284 0.371192 8.321882 -5.376295
1311868164.371258 0.371192 8.321882 -5.376295
1311868164.374888 0.323296 8.321882 -5.388269
1311868164.376029 0.323296 8.321882 -5.388269
1311868164.377022 0.323296 8.321882 -5.388269
1311868164.380275 0.407114 8.321882 -5.280504
1311868164.381264 0.407114 8.321882 -5.280504
1311868164.384916 0.227505 8.321882 -5.280504
1311868164.385885 0.227505 8.321882 -5.280504
1311868164.389132 0.323296 8.130300 -4.993129
1311868164.390254 0.323296 8.130300 -4.993129
1311868164.391385 0.323296 8.130300 -4.993129
1311868164.392388 0.323296 8.130300 -4.993129
1311868164.396013 0.407114 8.130300 -4.705755
1311868164.397012 0.407114 8.130300 -4.705755
1311868164.400280 0.407114 7.986612 -4.609964
1311868164.401391 0.407114 7.986612 -4.609964
1311868164.404996 0.407114 7.986612 -4.322589
1311868164.406036 0.407114 7.986612 -4.322589
1311868164.409192 0.502905 7.938717 -4.226798
1311868164.410151 0.502905 7.938717 -4.226798
1311868164.411463 0.502905 7.938717 -4.226798
1311868164.412384 0.502905 7.938717 -4.226798
1311868164.416053 0.598697 7.938717 -3.939424
1311868164.417157 0.598697 7.938717 -3.939424
1311868164.420412 0.502905 7.986612 -4.226798
1311868164.421399 0.502905 7.986612 -4.226798
1311868164.425029 0.407114 8.226091 -4.226798
1311868164.426047 0.407114 8.226091 -4.226798
1311868164.429159 0.598697 8.226091 -4.418381
1311868164.430271 0.598697 8.226091 -4.418381
1311868164.431799 0.598697 8.226091 -4.418381
1311868164.432879 0.598697 8.226091 -4.418381
1311868164.436157 0.598697 8.130300 -4.226798
1311868164.438020 0.598697 8.130300 -4.226798
1311868164.440315 0.706462 8.273987 -4.178902
1311868164.441409 0.706462 8.273987 -4.178902
1311868164.444928 0.502905 8.333856 -4.418381
1311868164.446019 0.502905 8.333856 -4.418381
1311868164.449143 0.502905 8.321882 -4.418381
1311868164.450277 0.502905 8.321882 -4.418381
1311868164.451402 0.502905 8.321882 -4.418381
1311868164.452403 0.502905 8.321882 -4.418381
1311868164.456035 0.407114 8.321882 -4.609964
1311868164.457014 0.407114 8.321882 -4.609964
1311868164.460289 0.227505 8.417674 -4.705755
1311868164.461292 0.227505 8.417674 -4.705755
1311868164.464911 0.227505 8.369778 -4.705755
1311868164.465932 0.227505 8.369778 -4.705755
1311868164.469174 0.323296 8.321882 -4.633912
1311868164.470299 0.323296 8.321882 -4.633912
1311868164.471473 0.323296 8.321882 -4.633912
1311868164.472513 0.323296 8.321882 -4.633912
1311868164.476049 0.227505 8.513465 -4.657859
1311868164.477019 0.227505 8.513465 -4.657859
1311868164.480290 0.119739 8.513465 -4.801547
1311868164.481396 0.119739 8.513465 -4.801547
1311868164.485005 0.047896 8.681100 -4.993129
1311868164.486074 0.047896 8.681100 -4.993129
1311868164.489190 0.023948 8.609257 -5.088921
1311868164.490295 0.023948 8.609257 -5.088921
1311868164.491416 0.023948 8.609257 -5.088921
1311868164.492525 0.023948 8.609257 -5.088921
1311868164.496028 0.119739 8.705048 -5.376295
1311868164.497135 0.119739 8.705048 -5.376295
1311868164.500408 0.071844 8.693074 -5.376295
1311868164.501397 0.071844 8.693074 -5.376295
1311868164.505244 0.227505 8.657153 -5.376295
1311868164.506266 0.227505 8.657153 -5.376295
1311868164.507209 0.227505 8.657153 -5.376295
1311868164.510455 0.023948 8.609257 -5.376295
1311868164.511415 0.023948 8.609257 -5.376295
1311868164.515041 0.071844 8.705048 -5.567878
1311868164.516028 0.071844 8.705048 -5.567878
1311868164.519165 0.119739 8.513465 -5.424191
1311868164.520284 0.119739 8.513465 -5.424191
1311868164.521448 0.119739 8.513465 -5.424191
1311868164.522908 0.119739 8.513465 -5.424191
1311868164.526162 0.035922 8.345830 -5.567878
1311868164.527159 0.035922 8.345830 -5.567878
1311868164.530419 -0.167635 8.345830 -5.735513
1311868164.531403 -0.167635 8.345830 -5.735513
1311868164.535025 -0.311322 8.273987 -5.759461
1311868164.536021 -0.311322 8.273987 -5.759461
1311868164.539166 -0.167635 8.321882 -5.759461
1311868164.540310 -0.167635 8.321882 -5.759461
1311868164.541416 -0.167635 8.321882 -5.759461
1311868164.542716 -0.167635 8.321882 -5.759461
1311868164.546236 -0.167635 8.417674 -5.567878
1311868164.547172 -0.167635 8.417674 -5.567878
1311868164.550484 -0.167635 8.693074 -5.376295
1311868164.551406 -0.167635 8.693074 -5.376295
1311868164.555044 -0.011974 8.681100 -5.184712
1311868164.556027 -0.011974 8.681100 -5.184712
1311868164.559273 0.023948 8.681100 -5.088921
1311868164.560264 0.023948 8.681100 -5.088921
1311868164.563901 -0.011974 8.705048 -5.041025
1311868164.565073 -0.011974 8.705048 -5.041025
1311868164.566015 -0.011974 8.705048 -5.041025
1311868164.569325 -0.167635 8.705048 -5.088921
1311868164.570300 -0.167635 8.705048 -5.088921
1311868164.573926 -0.167635 8.752944 -5.184712
1311868164.575037 -0.167635 8.752944 -5.184712
1311868164.576018 -0.167635 8.752944 -5.184712
1311868164.579291 -0.263426 8.800840 -5.088921
1311868164.580281 -0.263426 8.800840 -5.088921
1311868164.584000 -0.263426 8.657153 -4.993129
1311868164.584900 -0.263426 8.657153 -4.993129
1311868164.586155 -0.263426 8.657153 -4.993129
1311868164.587355 -0.263426 8.657153 -4.993129
1311868164.590395 -0.167635 8.705048 -5.184712
1311868164.591404 -0.167635 8.705048 -5.184712
1311868164.595050 -0.167635 8.609257 -5.184712
1311868164.596056 -0.167635 8.609257 -5.184712
1311868164.599296 -0.263426 8.609257 -5.017077
1311868164.600288 -0.263426 8.609257 -5.017077
1311868164.603940 -0.167635 8.417674 -5.088921
1311868164.604905 -0.167635 8.417674 -5.088921
1311868164.606241 -0.167635 8.417674 -5.088921
1311868164.607237 -0.167635 8.417674 -5.088921
1311868164.610433 -0.347244 8.513465 -5.376295
1311868164.611415 -0.347244 8.513465 -5.376295
1311868164.615044 -0.311322 8.417674 -5.376295
1311868164.616044 -0.311322 8.417674 -5.376295
1311868164.619291 -0.347244 8.609257 -5.088921
1311868164.620285 -0.347244 8.609257 -5.088921
1311868164.623918 -0.347244 8.321882 -5.184712
1311868164.624905 -0.347244 8.321882 -5.184712
1311868164.626174 -0.347244 8.321882 -5.184712
1311868164.627279 -0.347244 8.321882 -5.184712
1311868164.630436 -0.359218 8.513465 -4.993129
1311868164.631403 -0.359218 8.513465 -4.993129
1311868164.635049 -0.395140 8.417674 -5.280504
1311868164.636040 -0.395140 8.417674 -5.280504
1311868164.639289 -0.359218 8.513465 -4.993129
1311868164.640303 -0.359218 8.513465 -4.993129
1311868164.643930 -0.347244 8.513465 -4.945234
1311868164.644962 -0.347244 8.513465 -4.945234
1311868164.646158 -0.347244 8.513465 -4.945234
1311868164.647158 -0.347244 8.513465 -4.945234
1311868164.650431 -0.311322 8.513465 -4.801547
1311868164.651410 -0.311322 8.513465 -4.801547
1311868164.655044 -0.167635 8.693074 -4.633912
1311868164.656064 -0.167635 8.693074 -4.633912
1311868164.659181 -0.167635 8.693074 -4.609964
1311868164.660303 -0.167635 8.693074 -4.609964
1311868164.661455 -0.167635 8.693074 -4.609964
1311868164.662568 -0.167635 8.693074 -4.609964
1311868164.666060 -0.167635 8.705048 -4.609964
1311868164.667048 -0.167635 8.705048 -4.609964
1311868164.670457 0.023948 8.609257 -4.609964
1311868164.671422 0.023948 8.609257 -4.609964
1311868164.672428 0.023948 8.609257 -4.609964
1311868164.677353 -0.011974 8.513465 -4.609964
1311868164.679195 -0.167635 8.513465 -4.418381
1311868164.680275 -0.167635 8.513465 -4.418381
1311868164.681401 -0.167635 8.513465 -4.418381
1311868164.682918 -0.167635 8.513465 -4.418381
1311868164.685950 -0.167635 8.609257 -4.609964
1311868164.687042 -0.167635 8.609257 -4.609964
1311868164.690298 0.023948 8.513465 -4.657859
1311868164.691288 0.023948 8.513465 -4.657859
1311868164.694326 0.023948 8.417674 -4.801547
1311868164.695289 0.023948 8.417674 -4.801547
1311868164.698894 0.023948 8.321882 -4.897338
1311868164.699919 0.023948 8.321882 -4.897338
1311868164.701174 0.023948 8.321882 -4.897338
1311868164.702194 0.023948 8.321882 -4.897338
1311868164.705312 -0.011974 8.297935 -4.801547
1311868164.706422 -0.011974 8.297935 -4.801547
1311868164.709914 -0.059870 8.130300 -4.945234
1311868164.711028 -0.059870 8.130300 -4.945234
1311868164.714324 -0.263426 8.130300 -4.609964
1311868164.715283 -0.263426 8.130300 -4.609964
1311868164.716580 -0.263426 8.130300 -4.609964
1311868164.717915 -0.263426 8.130300 -4.609964
1311868164.721059 0.023948 7.938717 -4.514172
1311868164.722178 0.023948 7.938717 -4.514172
1311868164.725406 -0.059870 8.034508 -4.418381
1311868164.726446 -0.059870 8.034508 -4.418381
1311868164.730077 0.023948 8.034508 -4.418381
1311868164.731025 0.023948 8.034508 -4.418381
1311868164.734324 0.023948 8.130300 -4.418381
1311868164.735315 0.023948 8.130300 -4.418381
1311868164.738920 0.071844 8.226091 -4.226798
1311868164.739925 0.071844 8.226091 -4.226798
1311868164.741159 0.071844 8.226091 -4.226798
1311868164.742327 0.071844 8.226091 -4.226798
1311868164.745323 0.035922 8.321882 -4.322589
1311868164.746437 0.035922 8.321882 -4.322589
1311868164.750046 0.227505 8.321882 -4.226798
1311868164.751026 0.227505 8.321882 -4.226798
1311868164.754157 0.227505 8.369778 -4.274694
1311868164.755148 0.227505 8.369778 -4.274694
1311868164.756413 0.227505 8.369778 -4.274694
1311868164.757421 0.227505 8.369778 -4.274694
1311868164.761028 0.227505 8.369778 -4.418381
1311868164.762040 0.227505 8.369778 -4.418381
1311868164.765279 0.227505 8.369778 -4.514172
1311868164.766294 0.227505 8.369778 -4.514172
1311868164.770019 0.227505 8.369778 -4.418381
1311868164.770917 0.227505 8.369778 -4.418381
1311868164.774185 0.023948 8.226091 -4.418381
1311868164.775168 0.023948 8.226091 -4.418381
1311868164.776437 0.023948 8.226091 -4.418381
1311868164.777406 0.023948 8.226091 -4.418381
1311868164.781056 0.119739 8.130300 -4.609964
1311868164.782210 0.119739 8.130300 -4.609964
1311868164.785594 0.071844 8.297935 -4.418381
1311868164.786918 0.071844 8.297935 -4.418381
1311868164.790075 0.023948 8.130300 -4.226798
1311868164.791058 0.023948 8.130300 -4.226798
1311868164.794275 0.023948 7.950691 -4.226798
1311868164.795300 0.023948 7.950691 -4.226798
1311868164.798917 0.023948 8.130300 -4.131006
1311868164.799931 0.023948 8.130300 -4.131006
1311868164.801165 0.023948 8.130300 -4.131006
1311868164.802285 0.023948 8.130300 -4.131006
1311868164.805433 0.047896 7.962665 -4.226798
1311868164.806448 0.047896 7.962665 -4.226798
1311868164.810082 -0.011974 8.034508 -4.214824
1311868164.811039 -0.011974 8.034508 -4.214824
1311868164.814184 -0.011974 8.034508 -4.226798
1311868164.815178 -0.011974 8.034508 -4.226798
